TEAM,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
BRK,82,240.9,37.8,85.2,0.44,10.7,31.6,0.34,27.1,53.6,0.51,19.4,24.6,0.79,8.8,35.1,43.9,21.4,7.2,4.7,16.5,21.0,105.8
MIN,82,241.5,39.5,84.4,0.47,7.3,21.0,0.35,32.1,63.4,0.51,19.3,24.2,0.8,11.4,31.0,42.4,23.7,8.0,4.5,14.0,20.1,105.6
SAS,82,241.5,39.3,83.7,0.47,9.2,23.5,0.39,30.1,60.2,0.5,17.6,22.0,0.8,10.0,33.9,43.9,23.8,8.0,5.9,13.4,18.3,105.3
IND,82,242.1,39.3,84.5,0.46,8.6,23.0,0.38,30.6,61.5,0.5,17.9,22.1,0.81,9.0,33.0,42.0,22.5,8.2,5.0,13.8,19.5,105.1
CHO,82,241.8,37.7,85.4,0.44,10.0,28.6,0.35,27.7,56.7,0.49,19.4,23.8,0.82,8.8,34.8,43.6,23.1,7.0,4.8,11.5,16.6,104.9
LAL,82,240.3,39.3,87.4,0.45,8.9,25.7,0.35,30.4,61.6,0.49,17.0,22.6,0.75,11.4,32.1,43.5,20.9,8.2,3.9,15.2,20.7,104.6
NOP,82,242.7,39.1,87.0,0.45,9.4,26.8,0.35,29.8,60.2,0.5,16.7,22.3,0.75,8.6,35.1,43.7,22.8,7.8,5.5,12.9,18.2,104.3
NYK,82,242.1,39.6,88.5,0.45,8.6,24.7,0.35,31.0,63.8,0.48,16.6,21.1,0.79,12.0,33.2,45.2,21.8,7.1,5.5,13.9,20.3,104.3
MIL,82,241.2,38.8,81.9,0.47,8.8,23.7,0.37,30.0,58.2,0.52,17.2,22.4,0.77,8.8,31.6,40.4,24.2,8.1,5.3,14.0,20.2,103.6
MIA,82,241.2,39.0,85.8,0.46,9.9,27.0,0.36,29.2,58.8,0.5,15.2,21.6,0.71,10.6,33.0,43.6,21.2,7.2,5.7,13.4,20.5,103.2
ALT,82,242.4,38.1,84.4,0.45,8.9,26.1,0.34,29.2,58.3,0.5,18.1,24.9,0.73,10.3,34.1,44.3,23.6,8.2,4.8,15.8,18.2,103.2
CHI,82,241.2,38.6,87.1,0.44,7.6,22.3,0.34,31.0,64.8,0.48,18.0,22.5,0.8,12.2,34.1,46.3,22.6,7.8,4.8,13.6,17.7,102.9
SAC,82,242.4,37.9,82.1,0.46,9.0,23.9,0.38,28.9,58.2,0.5,18.1,23.3,0.78,8.7,32.3,41.1,22.5,7.6,4.0,14.6,20.3,102.8
PHI,82,241.8,37.7,85.3,0.44,10.1,29.8,0.34,27.5,55.5,0.5,17.0,22.0,0.77,9.8,33.0,42.8,23.8,8.4,5.1,16.7,21.9,102.4
DET,82,241.5,39.9,88.8,0.45,7.7,23.4,0.33,32.2,65.5,0.49,13.9,19.3,0.72,11.1,34.6,45.7,21.1,7.0,3.8,11.9,17.9,101.3
ORL,82,241.5,38.3,87.0,0.44,8.5,26.1,0.33,29.7,60.9,0.49,16.0,21.4,0.75,9.8,33.3,43.2,22.2,7.1,4.8,13.3,19.3,101.1
UTA,82,240.9,37.0,79.5,0.47,9.6,26.0,0.37,27.3,53.5,0.51,17.1,22.9,0.75,9.4,33.8,43.2,20.1,6.7,5.0,13.6,18.8,100.7
MEM,82,242.7,36.4,83.6,0.44,9.4,26.5,0.35,27.0,57.1,0.47,18.3,23.4,0.78,10.8,32.0,42.8,21.3,8.0,4.2,12.9,22.4,100.5
DAL,82,241.2,36.2,82.3,0.44,10.7,30.2,0.36,25.5,52.2,0.49,14.8,18.5,0.8,7.9,30.7,38.6,20.8,7.5,3.7,11.9,19.1,97.9
