TEAM,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
DET,82,242.1,35.6,83.9,0.42,4.7,13.6,0.35,30.9,70.3,0.44,19.6,27.2,0.72,13.5,32.0,45.5,19.9,7.5,5.5,15.9,23.8,95.6
POR,82,241.2,36.6,78.3,0.47,4.5,12.9,0.35,32.1,65.4,0.49,17.6,23.2,0.76,11.7,30.3,42.0,23.9,8.2,5.1,15.3,21.3,95.4
PHI,82,242.1,35.4,79.1,0.45,3.2,9.8,0.33,32.2,69.3,0.46,20.7,27.8,0.74,13.1,31.7,44.8,20.6,8.4,5.0,15.8,20.4,94.7
BOS,82,241.8,33.8,79.1,0.43,7.2,19.9,0.36,26.6,59.2,0.45,19.8,26.7,0.74,10.9,28.9,39.8,20.8,9.4,4.1,15.7,23.8,94.6
PHO,82,241.5,35.9,82.4,0.44,4.0,12.9,0.32,31.9,69.5,0.46,18.2,24.1,0.76,11.8,30.8,42.7,23.2,9.5,5.2,15.2,22.7,94.0
WAS,82,240.0,34.5,78.7,0.44,3.4,10.3,0.32,31.2,68.4,0.46,20.8,27.4,0.76,12.4,28.9,41.3,20.1,7.7,4.7,17.0,23.3,93.2
IND,82,243.7,34.5,78.4,0.44,4.8,14.1,0.34,29.7,64.3,0.46,18.8,24.5,0.77,11.2,31.6,42.9,21.5,6.9,5.9,15.2,23.5,92.6
GSW,82,241.2,35.8,87.5,0.41,3.4,11.8,0.29,32.4,75.7,0.43,17.4,24.7,0.71,16.4,29.1,45.5,21.8,9.0,5.0,15.9,21.1,92.5
LAC,82,244.3,35.3,78.9,0.45,4.4,13.0,0.34,30.9,65.9,0.47,17.4,25.1,0.69,11.7,31.2,42.9,19.3,6.0,6.3,15.8,21.6,92.5
CLE,82,241.8,35.2,79.7,0.44,2.7,8.0,0.33,32.6,71.6,0.46,19.0,24.9,0.76,12.4,29.8,42.1,20.8,7.8,5.3,16.5,23.2,92.2
NJN,82,240.6,33.9,79.9,0.42,4.4,13.2,0.33,29.5,66.7,0.44,19.9,26.2,0.76,11.1,28.5,39.6,19.5,7.9,5.0,14.7,24.2,92.1
CHO,82,242.4,34.1,79.3,0.43,4.1,12.0,0.35,30.0,67.3,0.45,19.5,26.2,0.74,12.6,31.8,44.4,23.2,8.1,5.5,14.4,21.4,91.9
VAN,82,241.2,35.0,79.7,0.44,4.0,11.5,0.34,31.0,68.2,0.46,17.8,23.1,0.77,10.9,29.6,40.5,23.2,7.1,4.4,15.7,21.1,91.7
ALT,82,240.6,35.1,81.3,0.43,4.1,11.4,0.36,31.0,69.9,0.44,16.8,22.1,0.76,12.5,30.4,42.9,19.0,7.7,4.7,16.7,22.7,91.0
MIA,82,242.4,32.9,76.3,0.43,5.8,16.9,0.34,27.0,59.4,0.46,17.4,22.9,0.76,9.9,29.7,39.6,19.9,7.7,3.7,13.7,21.0,88.9
NYK,82,242.7,33.6,75.6,0.44,4.8,13.6,0.35,28.8,62.0,0.46,16.8,21.1,0.8,9.4,30.8,40.2,18.5,6.6,4.2,14.5,22.7,88.7
CHI,82,242.1,33.2,78.2,0.42,4.0,11.6,0.35,29.2,66.6,0.44,17.2,23.3,0.74,11.3,27.6,38.9,22.1,8.2,4.6,15.8,23.2,87.6
