Season,Team ID,Team ABV,Team,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,DRB%,Arena,Attend.,Attend./G
2002,28,TOR,Toronto Raptors,29.3,42.0,40.0,40,42,-0.44,-0.27,-0.71,102.6,103.1,-0.5,88.8,0.26,0.16,0.5,0.46,13.6,31.4,0.19,70.1,Air Canada Centre,810160,19760
2002,30,WAS,Washington Wizards,27.5,37.0,45.0,37,45,-1.4,-0.17,-1.58,104.8,106.4,-1.6,88.3,0.28,0.12,0.51,0.46,12.5,30.7,0.21,71.4,MCI Center,847634,20674
2002,16,MIA,Miami Heat,30.1,36.0,46.0,36,46,-1.54,-0.31,-1.84,98.5,100.2,-1.7,87.4,0.27,0.14,0.5,0.46,14.6,26.6,0.19,74.0,AmericanAirlines Arena,655549,15989
2002,6,CLE,Cleveland Cavaliers,26.0,29.0,53.0,31,51,-3.33,-0.19,-3.52,104.6,108.2,-3.6,90.3,0.3,0.16,0.52,0.48,13.8,28.9,0.23,72.8,Gund Arena,596115,14539
2002,20,NYK,New York Knicks,30.3,30.0,52.0,29,53,-3.99,-0.16,-4.15,101.5,105.9,-4.4,89.7,0.27,0.21,0.51,0.47,14.0,25.6,0.22,71.9,Madison Square Garden (IV),810283,19763
2002,11,HOU,Houston Rockets,25.9,28.0,54.0,27,55,-4.89,0.58,-4.31,103.1,108.6,-5.5,88.2,0.29,0.22,0.51,0.46,13.4,29.0,0.21,69.8,Compaq Center,481227,11737
2002,1,ALT,Atlanta Hawks,25.7,33.0,49.0,29,53,-4.23,-0.18,-4.41,101.8,106.4,-4.6,91.9,0.29,0.18,0.52,0.47,14.6,27.5,0.22,70.9,Philips Arena,506110,12344
2002,10,GSW,Golden State Warriors,24.8,21.0,61.0,26,56,-5.4,0.61,-4.8,102.8,108.5,-5.7,94.5,0.34,0.14,0.5,0.45,14.7,35.3,0.24,69.4,The Arena in Oakland,593182,14468
2002,8,DEN,Denver Nuggets,28.2,27.0,55.0,24,58,-5.82,0.63,-5.19,101.4,107.8,-6.4,90.4,0.26,0.19,0.5,0.46,13.6,30.6,0.19,69.9,Pepsi Center,633846,15460
2002,15,MEM,Memphis Grizzlies,25.5,23.0,59.0,20,62,-7.44,0.7,-6.74,98.2,106.3,-8.1,91.1,0.29,0.17,0.5,0.46,15.4,27.8,0.2,68.0,Pyramid Arena,591030,14415
2002,5,CHI,Chicago Bulls,25.5,21.0,61.0,18,64,-8.54,0.02,-8.52,98.2,107.6,-9.4,90.5,0.3,0.13,0.5,0.46,14.6,26.6,0.22,71.4,United Center,776311,18934
