TEAM,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
TOR,82,19780,39.3,87.1,0.45,9.2,25.0,0.37,30.0,62.1,0.48,22.2,28.6,0.78,10.9,35.6,46.5,20.1,8.3,5.9,14.0,21.0,110.0
MIN,82,19880,39.2,84.5,0.46,5.8,17.1,0.34,33.5,67.5,0.5,22.2,28.1,0.79,10.4,32.8,43.2,24.3,8.3,4.8,15.6,21.5,106.5
DAL,82,20005,39.0,87.8,0.44,10.3,29.8,0.34,28.7,58.0,0.5,18.5,23.3,0.79,9.6,35.4,44.9,23.1,7.1,3.9,13.3,20.3,106.7
IND,82,19880,39.3,87.3,0.45,8.3,23.6,0.35,31.0,63.7,0.49,17.9,23.4,0.76,10.6,34.7,45.3,21.7,9.3,4.9,15.2,20.5,104.6
ORL,82,19905,40.7,89.4,0.46,8.0,22.8,0.35,32.7,66.6,0.49,15.7,20.7,0.76,10.6,34.0,44.6,24.3,8.5,5.2,14.5,21.4,105.1
DET,82,19880,39.5,90.0,0.44,9.4,27.3,0.34,30.1,62.7,0.48,17.8,26.6,0.67,13.0,35.3,48.2,20.2,7.3,3.9,14.1,19.8,106.1
DEN,82,19830,39.1,88.5,0.44,8.3,24.6,0.34,30.8,64.0,0.48,19.1,25.0,0.77,11.9,34.4,46.3,23.5,7.7,5.0,15.2,21.8,105.6
CHI,82,19905,39.9,90.3,0.44,8.2,22.1,0.37,31.7,68.2,0.46,17.1,21.7,0.79,11.4,36.4,47.8,23.6,6.2,5.9,14.4,19.5,105.0
PHO,82,19705,37.7,86.8,0.44,9.1,26.2,0.35,28.6,60.6,0.47,17.7,23.5,0.75,11.7,33.8,45.4,21.0,7.8,3.9,17.4,23.0,102.2
MIA,82,19830,40.7,86.6,0.47,6.4,19.1,0.34,34.3,67.5,0.51,18.2,24.4,0.74,10.4,36.4,46.8,22.1,7.2,6.9,14.9,19.4,106.1
MEM,82,19830,39.2,89.0,0.44,6.5,19.7,0.33,32.6,69.3,0.47,20.6,26.3,0.78,11.9,32.4,44.3,22.0,9.4,4.5,14.1,23.1,105.4
MIL,82,19830,40.4,86.6,0.47,5.7,16.4,0.34,34.7,70.2,0.5,17.9,23.9,0.75,11.0,32.9,43.9,24.3,8.6,6.1,16.0,21.8,104.3
BRK,82,19755,40.0,88.3,0.45,6.8,19.2,0.35,33.2,69.0,0.48,16.4,21.7,0.76,11.0,33.3,44.4,23.3,8.0,4.2,15.5,18.8,103.2
NYK,82,19805,39.2,89.3,0.44,7.9,22.9,0.35,31.3,66.5,0.47,18.3,22.7,0.8,11.0,36.2,47.2,21.8,6.1,6.0,14.3,21.0,104.6
UTA,82,19955,39.1,87.1,0.45,9.2,25.9,0.36,29.9,61.3,0.49,18.5,24.9,0.74,11.6,35.2,46.9,20.6,8.3,5.6,16.2,21.9,105.9
PHI,82,19805,36.7,85.2,0.43,9.5,27.9,0.34,27.3,57.3,0.48,15.9,22.9,0.69,9.6,32.2,41.8,21.8,8.4,6.1,16.6,22.0,98.8
LAL,82,19730,36.7,88.5,0.41,8.1,25.7,0.32,28.5,62.9,0.45,20.1,25.8,0.78,11.2,33.7,44.8,18.8,7.5,4.3,14.3,21.2,101.6
