TEAM,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
GSW,66,15915,40.6,88.9,0.46,8.6,22.1,0.39,32.1,66.8,0.48,15.5,20.2,0.77,10.5,31.8,42.2,24.0,8.6,5.9,14.9,23.0,105.4
IND,66,15990,38.9,88.9,0.44,6.5,17.6,0.37,32.5,71.3,0.46,22.3,28.5,0.78,13.7,34.2,47.9,20.3,8.7,5.9,15.3,23.7,106.7
LAC,66,15965,41.1,90.5,0.46,8.7,24.3,0.36,32.5,66.2,0.49,17.6,25.9,0.68,13.5,32.8,46.2,23.3,9.4,5.3,14.8,23.6,108.5
LAL,66,16065,40.1,87.8,0.46,6.0,18.3,0.33,34.1,69.4,0.49,19.8,26.2,0.76,13.2,37.1,50.3,24.5,6.4,5.8,16.5,18.3,106.0
POR,66,15965,39.6,89.3,0.44,7.9,22.8,0.35,31.7,66.5,0.48,18.7,23.5,0.8,12.1,32.1,44.2,22.2,8.7,5.3,15.4,20.6,105.7
ALT,66,16165,40.0,88.0,0.45,8.1,21.9,0.37,31.9,66.1,0.48,16.9,22.8,0.74,10.7,34.0,44.7,24.4,8.8,5.0,15.2,19.4,104.9
CHI,66,15940,41.7,92.3,0.45,7.1,18.9,0.38,34.6,73.4,0.47,17.0,23.5,0.72,15.5,36.6,52.0,25.8,7.7,6.6,15.6,19.2,107.4
DAL,66,16065,39.2,88.4,0.44,8.1,23.9,0.34,31.1,64.5,0.48,16.8,21.8,0.77,10.9,35.2,46.1,22.5,9.2,5.5,15.1,20.0,103.3
MEM,66,15940,40.2,89.9,0.45,4.6,14.1,0.33,35.6,75.8,0.47,18.9,24.9,0.76,13.8,32.2,46.0,21.4,10.5,5.7,15.8,21.8,104.0
ORL,66,15965,38.4,87.2,0.44,11.3,30.1,0.38,27.1,57.0,0.48,16.8,25.5,0.66,12.5,34.8,47.3,22.3,7.6,4.6,16.6,19.7,105.0
WAS,66,15865,39.5,89.5,0.44,5.6,17.6,0.32,33.8,71.9,0.47,16.5,22.7,0.73,12.7,32.3,45.0,20.6,8.6,6.8,16.5,23.0,101.0
PHI,66,15915,41.6,92.8,0.45,5.9,16.2,0.36,35.7,76.6,0.47,14.9,20.1,0.74,11.8,36.1,47.9,24.4,8.8,5.7,12.4,19.5,103.9
NJN,66,15890,37.9,89.1,0.42,8.5,24.8,0.34,29.4,64.3,0.46,18.6,24.0,0.78,13.1,31.5,44.6,22.0,8.3,4.4,16.7,21.2,102.9
CLE,66,15965,37.2,88.2,0.42,7.2,21.0,0.35,30.0,67.3,0.45,19.4,27.1,0.72,13.8,32.1,45.9,21.5,7.7,4.3,16.7,21.7,101.1
BOS,66,15940,39.0,84.7,0.46,6.0,16.5,0.37,33.0,68.3,0.48,16.9,21.8,0.78,8.5,34.2,42.7,25.9,8.3,6.0,16.3,21.9,101.0
DET,66,15965,38.6,88.1,0.44,5.3,15.4,0.35,33.3,72.7,0.46,18.5,24.6,0.75,13.1,31.7,44.8,20.8,7.7,4.7,17.4,21.8,101.0
TOR,66,15965,38.2,86.8,0.44,6.1,18.1,0.34,32.0,68.7,0.47,18.3,23.7,0.77,11.7,34.9,46.7,23.3,7.2,5.4,16.9,25.8,100.8
NOH,66,15940,39.2,87.0,0.45,4.4,13.2,0.33,34.8,73.8,0.47,18.0,23.8,0.76,12.3,33.9,46.3,23.3,8.3,5.4,17.5,22.6,100.9
CHA,66,15890,36.4,87.8,0.41,4.4,14.8,0.3,32.0,73.0,0.44,18.1,24.2,0.75,11.2,31.4,42.6,22.0,6.6,6.0,15.9,20.7,95.2
