Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 30,Trp Dbl
2009,10,1417,GSW,Golden State Warriors,Stephen Jackson,"April 5, 1978",30.0,NBA,SF,59.0,59.0,2339.0,413.0,997.0,0.41,103.0,305.0,0.34,310.0,692.0,0.45,0.47,294.0,356.0,0.83,70.0,233.0,303.0,381.0,88.0,31.0,229.0,153.0,1223.0,,1.0
2010,31,1417,TOT,Total After Trade,Stephen Jackson,"April 5, 1978",31.0,NBA,"PF,SG",81.0,81.0,3129.0,600.0,1418.0,0.42,129.0,393.0,0.33,471.0,1025.0,0.46,0.47,338.0,434.0,0.78,78.0,323.0,401.0,300.0,132.0,43.0,259.0,197.0,1667.0,,0.0
2010,10,1417,GSW,Golden State Warriors,Stephen Jackson,"April 5, 1978",31.0,NBA,PF,9.0,9.0,300.0,56.0,133.0,0.42,11.0,40.0,0.28,45.0,93.0,0.48,0.46,26.0,37.0,0.7,6.0,29.0,35.0,42.0,14.0,6.0,26.0,16.0,149.0,,0.0
2010,4,1417,CHA,Charlotte Bobcats,Stephen Jackson,"April 5, 1978",31.0,NBA,SG,72.0,72.0,2829.0,544.0,1285.0,0.42,118.0,353.0,0.33,426.0,932.0,0.46,0.47,312.0,397.0,0.79,72.0,294.0,366.0,258.0,118.0,37.0,233.0,181.0,1518.0,,0.0
2011,4,1417,CHA,Charlotte Bobcats,Stephen Jackson,"April 5, 1978",32.0,NBA,SG,67.0,67.0,2405.0,435.0,1059.0,0.41,121.0,359.0,0.34,314.0,700.0,0.45,0.47,249.0,305.0,0.82,53.0,251.0,304.0,241.0,80.0,28.0,209.0,161.0,1240.0,,1.0
2012,31,1417,TOT,Total After Trade,Stephen Jackson,"April 5, 1978",33.0,NBA,SF,47.0,14.0,1212.0,159.0,425.0,0.37,49.0,170.0,0.29,110.0,255.0,0.43,0.43,94.0,114.0,0.82,22.0,141.0,163.0,118.0,54.0,13.0,103.0,99.0,461.0,,0.0
2012,17,1417,MIL,Milwaukee Bucks,Stephen Jackson,"April 5, 1978",33.0,NBA,SF,26.0,13.0,712.0,97.0,272.0,0.36,30.0,108.0,0.28,67.0,164.0,0.41,0.41,50.0,60.0,0.83,16.0,66.0,82.0,77.0,26.0,6.0,66.0,61.0,274.0,,0.0
2012,27,1417,SAS,San Antonio Spurs,Stephen Jackson,"April 5, 1978",33.0,NBA,SF,21.0,1.0,500.0,62.0,153.0,0.4,19.0,62.0,0.31,43.0,91.0,0.47,0.47,44.0,54.0,0.82,6.0,75.0,81.0,41.0,28.0,7.0,37.0,38.0,187.0,,0.0
2013,27,1417,SAS,San Antonio Spurs,Stephen Jackson,"April 5, 1978",34.0,NBA,SF,55.0,6.0,1075.0,123.0,330.0,0.37,46.0,170.0,0.27,77.0,160.0,0.48,0.44,49.0,70.0,0.7,22.0,133.0,155.0,80.0,37.0,14.0,77.0,89.0,341.0,,0.0
2014,13,1417,LAC,Los Angeles Clippers,Stephen Jackson,"April 5, 1978",35.0,NBA,SF,9.0,0.0,107.0,6.0,26.0,0.23,1.0,14.0,0.07,5.0,12.0,0.42,0.25,2.0,4.0,0.5,2.0,8.0,10.0,5.0,6.0,1.0,6.0,11.0,15.0,,0.0
