Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 30,Trp Dbl
2000,24,1136,PHO,Phoenix Suns,Tom Gugliotta,"December 19, 1969",30.0,NBA,PF,54.0,54.0,1767.0,310.0,645.0,0.48,1.0,8.0,0.12,309.0,637.0,0.48,0.48,117.0,151.0,0.78,141.0,284.0,425.0,124.0,80.0,31.0,106.0,152.0,738.0,,0.0
2001,24,1136,PHO,Phoenix Suns,Tom Gugliotta,"December 19, 1969",31.0,NBA,PF,57.0,2.0,1159.0,149.0,380.0,0.39,3.0,12.0,0.25,146.0,368.0,0.4,0.4,61.0,77.0,0.79,76.0,179.0,255.0,55.0,47.0,21.0,51.0,110.0,362.0,,0.0
2002,24,1136,PHO,Phoenix Suns,Tom Gugliotta,"December 19, 1969",32.0,NBA,PF,44.0,40.0,1129.0,127.0,301.0,0.42,3.0,9.0,0.33,124.0,292.0,0.42,0.43,28.0,37.0,0.76,59.0,162.0,221.0,77.0,39.0,30.0,61.0,116.0,285.0,,0.0
2003,24,1136,PHO,Phoenix Suns,Tom Gugliotta,"December 19, 1969",33.0,NBA,PF,27.0,11.0,447.0,60.0,132.0,0.46,0.0,1.0,0.0,60.0,131.0,0.46,0.46,9.0,9.0,1.0,25.0,75.0,100.0,31.0,14.0,5.0,31.0,35.0,129.0,,0.0
2004,31,1136,TOT,Total After Trade,Tom Gugliotta,"December 19, 1969",34.0,NBA,PF,55.0,27.0,819.0,70.0,203.0,0.34,1.0,4.0,0.25,69.0,199.0,0.35,0.35,20.0,28.0,0.71,65.0,122.0,187.0,63.0,31.0,12.0,39.0,81.0,161.0,,0.0
2004,24,1136,PHO,Phoenix Suns,Tom Gugliotta,"December 19, 1969",34.0,NBA,PF,30.0,3.0,304.0,31.0,99.0,0.31,0.0,1.0,0.0,31.0,98.0,0.32,0.31,6.0,8.0,0.75,15.0,41.0,56.0,21.0,14.0,4.0,20.0,34.0,68.0,,0.0
2004,29,1136,UTA,Utah Jazz,Tom Gugliotta,"December 19, 1969",34.0,NBA,PF,25.0,24.0,515.0,39.0,104.0,0.38,1.0,3.0,0.33,38.0,101.0,0.38,0.38,14.0,20.0,0.7,50.0,81.0,131.0,42.0,17.0,8.0,19.0,47.0,93.0,,0.0
2005,31,1136,TOT,Total After Trade,Tom Gugliotta,"December 19, 1969",35.0,NBA,PF,47.0,9.0,966.0,99.0,241.0,0.41,8.0,26.0,0.31,91.0,215.0,0.42,0.43,33.0,43.0,0.77,56.0,135.0,191.0,68.0,41.0,17.0,57.0,104.0,239.0,,0.0
2005,2,1136,BOS,Boston Celtics,Tom Gugliotta,"December 19, 1969",35.0,NBA,PF,20.0,0.0,218.0,11.0,37.0,0.3,0.0,0.0,,11.0,37.0,0.3,0.3,4.0,6.0,0.67,15.0,28.0,43.0,12.0,9.0,4.0,9.0,23.0,26.0,,0.0
2005,1,1136,ATL,Atlanta Hawks,Tom Gugliotta,"December 19, 1969",35.0,NBA,PF,27.0,9.0,748.0,88.0,204.0,0.43,8.0,26.0,0.31,80.0,178.0,0.45,0.45,29.0,37.0,0.78,41.0,107.0,148.0,56.0,32.0,13.0,48.0,81.0,213.0,,0.0
