Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 30,Trp Dbl
1997,8,1408,DEN,Denver Nuggets,Mark Jackson,"April 1, 1965",31.0,NBA,PG,52.0,52.0,2001.0,192.0,452.0,0.42,48.0,121.0,0.4,144.0,331.0,0.44,0.48,109.0,136.0,0.8,71.0,200.0,271.0,641.0,51.0,9.0,172.0,104.0,541.0,,2.0
1997,12,1408,IND,Indiana Pacers,Mark Jackson,"April 1, 1965",31.0,NBA,PG,30.0,30.0,1053.0,97.0,227.0,0.43,18.0,57.0,0.32,79.0,170.0,0.46,0.47,59.0,77.0,0.77,20.0,104.0,124.0,294.0,46.0,3.0,102.0,57.0,271.0,,2.0
1998,12,1408,IND,Indiana Pacers,Mark Jackson,"April 1, 1965",32.0,NBA,PG,82.0,82.0,2413.0,249.0,598.0,0.42,43.0,137.0,0.31,206.0,461.0,0.45,0.45,137.0,180.0,0.76,67.0,255.0,322.0,713.0,84.0,2.0,174.0,132.0,678.0,,0.0
1999,12,1408,IND,Indiana Pacers,Mark Jackson,"April 1, 1965",33.0,NBA,PG,49.0,49.0,1382.0,138.0,329.0,0.42,32.0,103.0,0.31,106.0,226.0,0.47,0.47,65.0,79.0,0.82,33.0,151.0,184.0,386.0,42.0,3.0,99.0,58.0,373.0,,1.0
2001,31,1408,TOT,Total After Trade,Mark Jackson,"April 1, 1965",35.0,NBA,PG,83.0,82.0,2588.0,244.0,583.0,0.42,70.0,207.0,0.34,174.0,376.0,0.46,0.48,73.0,93.0,0.78,63.0,242.0,305.0,661.0,84.0,7.0,175.0,139.0,631.0,,1.0
2001,28,1408,TOR,Toronto Raptors,Mark Jackson,"April 1, 1965",35.0,NBA,PG,54.0,54.0,1802.0,170.0,403.0,0.42,57.0,165.0,0.34,113.0,238.0,0.48,0.49,64.0,76.0,0.84,42.0,143.0,185.0,498.0,63.0,7.0,117.0,83.0,461.0,,1.0
2001,20,1408,NYK,New York Knicks,Mark Jackson,"April 1, 1965",35.0,NBA,PG,29.0,28.0,786.0,74.0,180.0,0.41,13.0,42.0,0.31,61.0,138.0,0.44,0.45,9.0,17.0,0.53,21.0,99.0,120.0,163.0,21.0,0.0,58.0,56.0,170.0,,0.0
2002,20,1408,NYK,New York Knicks,Mark Jackson,"April 1, 1965",36.0,NBA,PG,82.0,82.0,2367.0,260.0,592.0,0.44,79.0,195.0,0.4,181.0,397.0,0.46,0.51,87.0,110.0,0.79,56.0,253.0,309.0,605.0,74.0,1.0,150.0,162.0,686.0,,1.0
2003,29,1408,UTA,Utah Jazz,Mark Jackson,"April 1, 1965",37.0,NBA,PG,82.0,0.0,1467.0,147.0,369.0,0.4,27.0,95.0,0.28,120.0,274.0,0.44,0.44,61.0,80.0,0.76,34.0,142.0,176.0,375.0,48.0,3.0,152.0,90.0,382.0,,0.0
2004,11,1408,HOU,Houston Rockets,Mark Jackson,"April 1, 1965",38.0,NBA,PG,42.0,3.0,577.0,34.0,100.0,0.34,7.0,41.0,0.17,27.0,59.0,0.46,0.38,28.0,39.0,0.72,10.0,60.0,70.0,119.0,17.0,1.0,53.0,41.0,103.0,,0.0
