Season,Team ID,Team ABV,Team,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,ORB%,DRB%,Arena,Attend.,Attend./G
2003,17,MIL,Milwaukee Bucks,29.3,42.0,40.0,42,40,0.23,-0.48,-0.24,108.8,108.6,0.2,90.4,0.29,0.23,0.54,25.6,69.9,Bradley Center,665966,16243
2003,22,ORL,Orlando Magic,26.9,42.0,40.0,41,41,0.13,-0.53,-0.39,105.2,105.0,0.2,93.1,0.31,0.24,0.53,27.0,71.1,TD Waterhouse Centre,605901,14778
2003,10,GSW,Golden State Warriors,24.4,38.0,44.0,38,44,-1.13,0.54,-0.6,108.3,109.5,-1.2,94.2,0.34,0.18,0.53,35.0,67.9,The Arena in Oakland,634935,15486
2003,2,BOS,Boston Celtics,26.9,44.0,38.0,40,42,-0.39,-0.36,-0.75,101.2,101.6,-0.4,90.9,0.31,0.33,0.51,23.6,72.5,FleetCenter,709049,17294
2003,30,WAS,Washington Wizards,28.4,37.0,45.0,38,44,-1.01,-0.46,-1.47,103.0,104.1,-1.1,88.2,0.32,0.13,0.51,27.3,71.6,MCI Center,827093,20173
2003,20,NYK,New York Knicks,30.2,37.0,45.0,37,45,-1.35,-0.26,-1.61,104.7,106.2,-1.5,90.7,0.24,0.24,0.53,24.4,71.8,Madison Square Garden (IV),779479,19012
2003,15,MEM,Memphis Grizzlies,24.9,28.0,54.0,32,50,-3.23,0.63,-2.6,103.9,107.3,-3.4,92.7,0.29,0.19,0.53,27.0,68.7,Pyramid Arena,611322,14910
2003,13,LAC,Los Angeles Clippers,25.3,27.0,55.0,29,53,-4.12,0.68,-3.45,102.3,106.8,-4.5,91.3,0.34,0.18,0.52,29.1,70.2,STAPLES Center,706471,17231
2003,1,ATL,Atlanta Hawks,27.2,35.0,47.0,31,51,-3.56,-0.31,-3.87,102.3,106.1,-3.8,91.0,0.31,0.18,0.53,27.9,70.4,Philips Arena,528655,12894
2003,16,MIA,Miami Heat,26.5,25.0,57.0,25,57,-5.05,-0.08,-5.13,96.7,102.4,-5.7,87.8,0.26,0.17,0.48,26.8,73.9,AmericanAirlines Arena,628242,15323
2003,5,CHI,Chicago Bulls,25.2,30.0,52.0,27,55,-5.13,-0.17,-5.31,100.2,105.6,-5.4,93.5,0.3,0.15,0.51,27.7,69.5,United Center,804309,19617
2003,28,TOR,Toronto Raptors,27.6,24.0,58.0,24,58,-5.87,-0.23,-6.1,100.5,107.0,-6.5,89.9,0.28,0.18,0.5,28.2,70.7,Air Canada Centre,777507,18964
2003,8,DEN,Denver Nuggets,24.1,17.0,65.0,17,65,-8.28,0.87,-7.41,92.2,101.3,-9.1,91.0,0.28,0.13,0.47,31.3,73.3,Pepsi Center,607813,14825
2003,6,CLE,Cleveland Cavaliers,23.5,17.0,65.0,16,66,-9.62,0.04,-9.59,96.5,106.7,-10.2,94.0,0.3,0.13,0.49,31.0,73.2,Gund Arena,471374,11497
