Season,Team ID,Team ABV,Team,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,ORB%,DRB%,Arena,Attend.,Attend./G
2006,10,GSW,Golden State Warriors,25.6,34.0,48.0,37,45,-1.35,0.25,-1.11,104.8,106.2,-1.4,93.3,0.32,0.27,0.52,26.9,71.6,Oakland Arena,749185,18273
2006,22,ORL,Orlando Magic,25.5,36.0,46.0,38,44,-1.07,-0.18,-1.26,106.3,107.5,-1.2,88.3,0.37,0.13,0.54,28.5,72.5,TD Waterhouse Centre,638005,15561
2006,11,HOU,Houston Rockets,28.8,34.0,48.0,36,46,-1.59,0.28,-1.3,101.6,103.3,-1.7,88.0,0.32,0.23,0.52,25.5,74.6,Toyota Center,636110,15515
2006,2,BOS,Boston Celtics,25.3,33.0,49.0,37,45,-1.54,-0.05,-1.59,105.2,106.9,-1.7,92.2,0.35,0.2,0.55,25.5,72.8,TD Banknorth Garden,692873,16899
2006,18,MIN,Minnesota Timberwolves,26.7,33.0,49.0,35,47,-1.88,0.13,-1.75,102.4,104.5,-2.1,88.8,0.3,0.15,0.52,25.2,71.3,Target Center,662167,16150
2006,23,PHI,Philadelphia 76Ers,26.5,38.0,44.0,35,47,-1.95,-0.15,-2.1,106.0,108.1,-2.1,92.7,0.36,0.16,0.54,25.6,71.3,Wachovia Center,677278,16519
2006,29,UTA,Utah Jazz,25.6,41.0,41.0,33,49,-2.63,0.14,-2.49,104.1,107.0,-2.9,87.8,0.4,0.15,0.52,32.4,73.2,Delta Center,751621,18332
2006,19,NOK,New Orleans/Oklahoma City Hornets,26.3,38.0,44.0,33,49,-2.82,0.31,-2.51,103.7,106.8,-3.1,89.0,0.34,0.14,0.52,26.9,73.4,Ford Center,744920,18717
2006,21,SEA,Seattle Supersonics,25.6,35.0,47.0,33,49,-3.02,0.15,-2.88,111.1,114.4,-3.3,91.6,0.31,0.24,0.55,30.4,69.0,KeyArena at Seattle Center,664157,16199
2006,28,TOR,Toronto Raptors,25.9,27.0,55.0,33,49,-2.99,-0.04,-3.03,109.5,112.7,-3.2,91.1,0.32,0.24,0.55,25.4,73.3,Air Canada Centre,699332,17057
2006,4,CHA,Charlotte Bobcats,25.2,26.0,56.0,30,52,-4.0,0.1,-3.9,102.5,106.7,-4.2,93.4,0.32,0.18,0.51,27.1,70.7,Charlotte Bobcats Arena,671011,16366
2006,1,ATL,Atlanta Hawks,22.7,26.0,56.0,28,54,-4.76,0.07,-4.69,106.4,111.6,-5.2,90.4,0.34,0.18,0.53,31.4,69.5,Philips Arena,617817,15069
2006,20,NYK,New York Knicks,25.6,23.0,59.0,24,58,-6.4,0.11,-6.3,104.0,111.0,-7.0,90.8,0.42,0.14,0.53,31.2,72.8,Madison Square Garden (IV),776176,18931
2006,25,POR,Portland Trail Blazers,24.6,21.0,61.0,16,66,-9.45,0.54,-8.91,101.1,111.9,-10.8,87.6,0.31,0.17,0.51,26.6,68.2,Rose Garden Arena,617019,15049
