SEASON,TEAM ID,TEAM,AGE,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,PACE,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,DRB%,ARENA,ATTENDANCE,ATTENDANCE/G
2010,19,NOH,27.5,37.0,45.0,34,48,-2.46,0.19,-2.27,107.4,110.1,-2.7,92.6,0.24,0.23,0.54,0.51,12.7,24.8,0.19,73.8,New Orleans Arena,617366,15058
2010,12,IND,26.6,32.0,50.0,33,49,-3.01,-0.1,-3.11,103.7,106.8,-3.1,97.1,0.3,0.28,0.54,0.49,13.8,21.6,0.23,73.0,Conseco Fieldhouse,582295,14202
2010,10,GSW,25.1,26.0,56.0,32,50,-3.6,0.32,-3.28,108.1,111.7,-3.6,100.4,0.29,0.24,0.56,0.51,13.1,20.9,0.23,68.5,Oracle Arena,739120,18027
2010,23,PHI,25.4,27.0,55.0,30,52,-3.9,-0.03,-3.93,106.1,110.3,-4.2,91.6,0.27,0.21,0.53,0.5,13.7,27.6,0.2,73.2,Wachovia Center,583219,14225
2010,20,NYK,25.4,29.0,53.0,31,51,-3.82,-0.19,-4.01,107.6,111.6,-4.0,94.0,0.26,0.31,0.55,0.51,13.0,23.5,0.2,72.1,Madison Square Garden (IV),799550,19501
2010,26,SAC,24.1,25.0,57.0,29,53,-4.37,0.3,-4.06,105.3,109.9,-4.6,94.0,0.29,0.2,0.53,0.49,13.6,27.8,0.21,73.5,Power Balance Pavilion,543416,13254
2010,30,WAS,27.6,26.0,56.0,28,54,-4.78,0.06,-4.72,104.2,109.4,-5.2,91.6,0.28,0.18,0.52,0.48,13.9,27.6,0.22,72.4,Verizon Center,664398,16205
2010,9,DET,26.7,27.0,55.0,26,56,-5.11,0.09,-5.02,105.6,111.4,-5.8,88.5,0.3,0.18,0.52,0.47,12.8,30.3,0.22,73.4,The Palace of Auburn Hills,768826,18752
2010,13,LAC,27.3,29.0,53.0,24,58,-6.35,0.34,-6.01,103.3,110.1,-6.8,92.6,0.28,0.22,0.53,0.49,14.8,27.1,0.21,74.0,STAPLES Center,670063,16343
2010,3,NJN,24.8,12.0,70.0,17,65,-9.12,0.19,-8.93,100.6,110.5,-9.9,91.4,0.31,0.18,0.51,0.46,13.7,25.1,0.24,71.8,Izod Center,537230,13103
2010,18,MIN,24.1,15.0,67.0,17,65,-9.6,0.54,-9.06,101.7,111.6,-9.9,96.1,0.28,0.17,0.52,0.48,14.6,26.7,0.21,73.6,Target Center,619170,15102
