TEAM,AGE,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,PACE,FTr,3PAr,TS%,eFG%,eFG%,TOV%,TOV%,ORB%,FT/FGA,FT/FGA,eFG%,eFG%,TOV%,TOV%,DRB%,FT/FGA,FT/FGA,ARENA,ATTENDANCE,ATTENDANCE/G
NOP,25.3,45.0,37.0,43,39,0.79,0.34,1.13,108.2,107.3,0.9,91.4,0.26,0.23,0.54,0.5,0.5,12.5,11.7,27.1,0.2,0.2,0.5,0.5,12.5,11.7,75.1,0.2,0.2,Smoothie King Center,683757,16677
UTA,23.4,38.0,44.0,42,40,0.22,0.49,0.71,105.1,104.9,0.2,90.4,0.3,0.27,0.53,0.49,0.49,14.6,12.8,29.1,0.21,0.2,0.49,0.49,14.6,12.8,76.3,0.21,0.2,EnergySolutions Arena,772059,18831
WAS,28.6,46.0,36.0,43,39,0.72,-0.55,0.17,103.7,103.0,0.7,93.7,0.26,0.2,0.53,0.5,0.48,14.0,12.9,24.9,0.19,0.21,0.5,0.48,14.0,12.9,77.3,0.19,0.21,Verizon Center,747796,18239
MIL,24.6,41.0,41.0,42,40,0.43,-0.52,-0.09,102.7,102.2,0.5,94.1,0.26,0.22,0.54,0.5,0.49,15.5,15.9,25.4,0.2,0.22,0.5,0.49,15.5,15.9,73.3,0.2,0.22,BMO Harris Bradley Center,593910,14813
IND,28.3,38.0,44.0,42,40,0.28,-0.51,-0.23,103.5,103.2,0.3,93.2,0.27,0.26,0.52,0.48,0.48,13.1,12.0,24.0,0.2,0.22,0.48,0.48,13.1,12.0,77.9,0.2,0.22,Bankers Life Fieldhouse,691434,16864
PHO,25.7,39.0,43.0,38,44,-0.9,0.52,-0.38,105.3,106.2,-0.9,96.3,0.25,0.29,0.54,0.5,0.5,13.7,14.0,24.5,0.19,0.22,0.5,0.5,13.7,14.0,73.5,0.19,0.22,US Airways Center,693862,16923
BOS,25.0,40.0,42.0,41,41,0.16,-0.56,-0.4,104.7,104.5,0.2,95.8,0.23,0.28,0.52,0.49,0.49,12.5,13.7,24.7,0.18,0.21,0.49,0.49,12.5,13.7,75.0,0.18,0.21,TD Garden,721350,17594
DET,25.9,32.0,50.0,38,44,-1.0,-0.39,-1.39,105.3,106.4,-1.1,92.8,0.26,0.29,0.52,0.48,0.5,12.3,13.2,27.7,0.18,0.19,0.48,0.5,12.3,13.2,75.0,0.18,0.19,The Palace of Auburn Hills,625917,15266
MIA,28.5,37.0,45.0,33,49,-2.6,-0.32,-2.92,103.9,106.7,-2.8,90.9,0.31,0.26,0.54,0.5,0.5,14.5,14.2,23.2,0.23,0.21,0.5,0.5,14.5,14.2,73.4,0.23,0.21,AmericanAirlines Arena,808223,19713
DEN,26.4,30.0,52.0,31,51,-3.55,0.48,-3.07,104.5,108.2,-3.7,96.1,0.28,0.28,0.52,0.48,0.5,12.7,13.0,26.6,0.2,0.24,0.48,0.5,12.7,13.0,74.7,0.2,0.24,Pepsi Center,602707,14700
SAC,26.0,29.0,53.0,31,51,-3.71,0.64,-3.07,105.3,109.2,-3.9,95.4,0.36,0.2,0.54,0.49,0.51,14.8,11.8,26.5,0.28,0.2,0.49,0.51,14.8,11.8,75.2,0.28,0.2,Sleep Train Arena,680049,16587
BRK,28.6,38.0,44.0,33,49,-2.88,-0.25,-3.13,104.4,107.4,-3.0,92.7,0.27,0.24,0.53,0.49,0.51,13.0,12.9,23.9,0.2,0.18,0.49,0.51,13.0,12.9,73.7,0.2,0.18,Barclays Center,698529,17037
CHO,26.0,33.0,49.0,32,50,-3.17,-0.27,-3.44,100.1,103.5,-3.4,93.0,0.27,0.23,0.5,0.46,0.49,11.2,12.0,22.1,0.2,0.19,0.46,0.49,11.2,12.0,79.3,0.2,0.19,Time Warner Cable Arena,704886,17192
ORL,24.3,25.0,57.0,25,57,-5.72,-0.15,-5.87,101.6,107.7,-6.1,93.8,0.23,0.24,0.52,0.49,0.51,14.0,13.6,23.1,0.17,0.21,0.49,0.51,14.0,13.6,76.0,0.17,0.21,Amway Center,688194,16785
LAL,27.0,21.0,61.0,23,59,-6.84,0.67,-6.17,103.4,110.6,-7.2,94.0,0.28,0.22,0.51,0.47,0.52,12.1,12.1,25.4,0.2,0.23,0.47,0.52,12.1,12.1,76.3,0.2,0.23,STAPLES Center,768244,18738
MIN,24.4,16.0,66.0,19,63,-8.79,0.79,-8.0,102.9,112.2,-9.3,94.4,0.31,0.18,0.52,0.47,0.54,13.7,13.9,26.6,0.24,0.19,0.47,0.54,13.7,13.9,71.6,0.24,0.19,Target Center,595652,14416
PHI,23.2,18.0,64.0,18,64,-8.98,-0.07,-9.04,95.5,104.8,-9.3,95.7,0.29,0.32,0.49,0.46,0.5,16.0,15.2,25.5,0.2,0.22,0.46,0.5,16.0,15.2,73.0,0.2,0.22,Wells Fargo Center,571572,13941
NYK,26.9,17.0,65.0,17,65,-9.32,-0.18,-9.5,99.9,110.0,-10.1,91.2,0.23,0.24,0.51,0.47,0.51,14.0,13.3,24.5,0.18,0.23,0.47,0.51,14.0,13.3,73.1,0.18,0.23,Madison Square Garden (IV),812292,19812
