SEASON,TEAM ID,TEAM,AGE,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,PACE,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,DRB%,ARENA,ATTENDANCE,ATTENDANCE/G
2017,15,MEM,29.5,43.0,39.0,42,40,0.49,0.47,0.96,107.7,107.1,0.6,92.3,0.28,0.32,0.54,0.49,12.1,24.8,0.22,77.5,FedEx Forum,677314,16520
2017,16,MIA,26.5,41.0,41.0,44,38,1.06,-0.29,0.77,107.8,106.7,1.1,95.2,0.25,0.31,0.54,0.51,12.4,24.2,0.18,76.4,AmericanAirlines Arena,805400,19644
2017,8,DEN,25.2,40.0,42.0,42,40,0.51,0.19,0.7,113.2,112.7,0.5,98.3,0.28,0.33,0.57,0.53,13.2,27.3,0.21,78.7,Pepsi Center,605585,14672
2017,5,CHI,26.9,41.0,41.0,42,40,0.43,-0.39,0.03,107.4,107.0,0.4,95.3,0.26,0.26,0.53,0.49,12.3,27.0,0.21,76.8,United Center,888882,21680
2017,4,CHO,26.5,36.0,46.0,42,40,0.2,-0.26,-0.07,108.8,108.6,0.2,95.7,0.28,0.34,0.55,0.5,10.7,19.9,0.23,79.6,Spectrum Center,710643,17333
2017,25,POR,24.8,41.0,41.0,40,42,-0.52,0.3,-0.23,110.3,110.8,-0.5,96.7,0.28,0.32,0.56,0.52,12.5,23.0,0.21,76.8,Moda Center,792029,19318
2017,17,MIL,25.6,42.0,40.0,40,42,-0.18,-0.26,-0.45,109.1,109.3,-0.2,94.5,0.27,0.29,0.56,0.53,13.2,21.5,0.21,75.4,BMO Harris Bradley Center,648952,15828
2017,12,IND,27.0,42.0,40.0,40,42,-0.22,-0.42,-0.64,108.6,108.8,-0.2,95.9,0.26,0.27,0.56,0.52,12.8,21.2,0.21,75.5,Bankers Life Fieldhouse,684578,16697
2017,18,MIN,24.0,31.0,51.0,38,44,-1.11,0.47,-0.64,110.8,112.0,-1.2,94.6,0.29,0.25,0.56,0.51,12.9,27.2,0.23,75.9,Target Center,607203,14810
2017,1,ALT,27.9,43.0,39.0,39,43,-0.85,-0.38,-1.23,104.9,105.7,-0.8,97.4,0.3,0.31,0.54,0.5,14.2,23.6,0.22,76.1,Philips Arena,654306,15959
2017,9,DET,25.4,37.0,45.0,38,44,-1.12,-0.17,-1.29,106.0,107.1,-1.1,95.0,0.22,0.26,0.52,0.49,10.9,24.1,0.16,81.2,The Palace of Auburn Hills,655141,15979
2017,19,NOP,25.7,34.0,48.0,35,47,-2.1,0.41,-1.69,105.2,107.4,-2.2,98.0,0.26,0.31,0.54,0.5,11.7,18.5,0.19,76.8,Smoothie King Center,663099,16173
2017,7,DAL,27.6,33.0,49.0,33,49,-2.93,0.4,-2.53,105.6,108.8,-3.2,92.2,0.22,0.37,0.54,0.5,11.6,18.1,0.18,77.6,American Airlines Center,811366,19789
2017,26,SAC,27.9,32.0,50.0,31,51,-3.88,0.58,-3.29,107.3,111.3,-4.0,94.9,0.28,0.29,0.56,0.52,13.7,21.0,0.22,76.3,Golden 1 Center,721928,17608
2017,20,NYK,27.3,31.0,51.0,31,51,-3.67,-0.2,-3.87,107.7,111.5,-3.8,96.0,0.24,0.28,0.53,0.5,12.4,26.6,0.19,74.1,Madison Square Garden (IV),810741,19774
2017,24,PHO,25.0,24.0,58.0,27,55,-5.63,0.49,-5.14,106.6,112.2,-5.6,100.3,0.3,0.26,0.54,0.49,13.4,26.0,0.23,76.4,Talking Stick Resort Arena,708639,17134
2017,23,PHI,24.6,28.0,54.0,26,56,-5.7,-0.14,-5.83,103.2,108.9,-5.7,98.5,0.26,0.35,0.54,0.5,14.9,22.4,0.2,75.3,Wells Fargo Center,710557,17331
2017,14,LAL,25.1,26.0,56.0,24,58,-6.88,0.58,-6.29,106.0,113.0,-7.0,98.5,0.26,0.3,0.54,0.5,13.5,25.0,0.2,75.8,STAPLES Center,776917,18949
2017,22,ORL,25.3,29.0,53.0,24,58,-6.57,-0.04,-6.61,103.7,110.5,-6.8,96.8,0.25,0.3,0.52,0.49,12.1,21.6,0.18,77.4,Amway Center,727875,17753
2017,3,BRK,26.0,20.0,62.0,24,58,-6.73,-0.01,-6.74,104.1,110.7,-6.6,101.3,0.29,0.37,0.55,0.51,14.7,19.6,0.23,76.1,Barclays Center,632608,15429
