SEASON,TEAM ID,TEAM,AGE,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,PACE,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,DRB%,ARENA,ATTENDANCE,ATTENDANCE/G
2013,3,BRK,28.6,49.0,33.0,46,36,1.78,-0.53,1.25,108.2,106.2,2.0,88.8,0.3,0.27,0.54,0.5,14.0,30.9,0.22,73.7,Barclays Center,704702,17188
2013,29,UTA,26.3,43.0,39.0,41,41,-0.09,0.38,0.3,106.7,106.8,-0.1,90.9,0.28,0.21,0.53,0.49,13.8,28.8,0.21,73.2,EnergySolutions Arena,763915,18632
2013,5,CHI,28.0,45.0,37.0,42,40,0.32,-0.33,-0.02,103.5,103.2,0.3,89.3,0.26,0.19,0.51,0.47,13.6,29.4,0.2,73.6,United Center,896944,21877
2013,1,ALT,27.1,44.0,38.0,42,40,0.4,-0.48,-0.08,104.8,104.4,0.4,92.6,0.24,0.29,0.55,0.52,14.2,22.2,0.17,73.6,Philips Arena,620146,15126
2013,7,DAL,29.5,41.0,41.0,39,43,-0.6,0.36,-0.24,105.9,106.5,-0.6,94.1,0.24,0.24,0.54,0.51,13.0,21.8,0.19,73.1,American Airlines Center,821490,20036
2013,2,BOS,29.1,41.0,40.0,40,41,-0.22,-0.4,-0.62,103.1,103.3,-0.2,91.7,0.26,0.22,0.54,0.5,14.1,20.1,0.2,73.3,TD Garden,744960,18624
2013,17,MIL,26.4,38.0,44.0,37,45,-1.5,-0.33,-1.83,103.6,105.2,-1.6,94.7,0.24,0.23,0.51,0.48,12.7,27.9,0.17,71.3,BMO Harris Bradley Center,616469,15036
2013,18,MIN,26.4,31.0,51.0,34,48,-2.37,0.54,-1.83,102.9,105.4,-2.5,92.8,0.3,0.22,0.52,0.47,13.8,27.4,0.23,74.0,Target Center,669956,16340
2013,28,TOR,25.4,34.0,48.0,37,45,-1.48,-0.48,-1.96,105.9,107.5,-1.6,90.4,0.27,0.25,0.53,0.49,13.0,25.5,0.22,73.4,Air Canada Centre,743936,18145
2013,25,POR,24.4,33.0,49.0,32,50,-3.17,0.65,-2.53,105.8,109.2,-3.4,91.4,0.25,0.28,0.54,0.5,13.9,25.3,0.19,73.3,Rose Garden Arena,813012,19830
2013,30,WAS,25.4,29.0,53.0,33,49,-2.54,-0.25,-2.78,100.2,103.0,-2.8,92.2,0.26,0.22,0.51,0.48,14.2,24.6,0.19,74.6,Verizon Center,670070,16343
2013,19,NOH,24.0,27.0,55.0,30,52,-3.87,0.75,-3.12,105.7,110.1,-4.4,88.5,0.25,0.22,0.53,0.49,14.0,29.2,0.19,74.4,New Orleans Arena,565930,13803
2013,23,PHI,25.2,34.0,48.0,31,51,-3.34,-0.17,-3.51,102.0,105.7,-3.7,91.0,0.2,0.21,0.51,0.48,12.5,24.9,0.15,73.4,Wells Fargo Center,685412,16717
2013,26,SAC,25.6,28.0,54.0,28,54,-4.88,0.62,-4.26,106.2,111.4,-5.2,93.6,0.27,0.24,0.53,0.49,13.4,26.6,0.21,71.0,Sleep Train Arena,563743,13750
2013,9,DET,25.3,29.0,53.0,29,53,-3.99,-0.34,-4.33,103.8,108.1,-4.3,90.8,0.28,0.22,0.52,0.49,14.3,28.3,0.2,73.0,The Palace of Auburn Hills,606094,14685
2013,6,CLE,24.1,24.0,58.0,28,54,-4.68,-0.19,-4.87,104.3,109.4,-5.1,92.3,0.26,0.23,0.51,0.47,13.0,28.1,0.2,72.6,Quicken Loans Arena,663882,16192
2013,24,PHO,26.9,25.0,57.0,23,59,-6.46,0.71,-5.75,101.2,108.1,-6.9,93.4,0.23,0.21,0.51,0.48,14.3,27.0,0.17,71.9,US Airways Center,632913,15437
2013,22,ORL,24.6,20.0,62.0,22,60,-6.99,-0.14,-7.12,101.6,109.1,-7.5,92.2,0.2,0.22,0.51,0.48,13.7,25.4,0.15,74.6,Amway Center,722716,17627
2013,4,CHA,24.4,21.0,61.0,17,65,-9.23,-0.06,-9.29,101.5,111.5,-10.0,91.5,0.31,0.21,0.51,0.46,13.2,25.7,0.23,71.1,Time Warner Cable Arena,628293,15324
