TEAM,AGE,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,PACE,FTr,3PAr,TS%,eFG%,eFG%,TOV%,TOV%,ORB%,FT/FGA,FT/FGA,eFG%,eFG%,TOV%,TOV%,DRB%,FT/FGA,FT/FGA,ARENA,ATTENDANCE,ATTENDANCE/G
DEN,25.1,46.0,36.0,45,37,1.48,0.09,1.57,112.5,111.0,1.5,96.8,0.26,0.36,0.57,0.54,0.54,13.4,12.6,25.7,0.2,0.17,0.54,0.54,13.4,12.6,77.5,0.2,0.17,Pepsi Center,702796,17141
NOP,27.6,48.0,34.0,44,38,1.3,0.18,1.48,109.6,108.3,1.3,100.5,0.24,0.32,0.57,0.54,0.51,13.3,12.5,20.0,0.18,0.18,0.54,0.51,13.3,12.5,76.7,0.18,0.18,Smoothie King Center,673920,16437
IND,26.2,48.0,34.0,45,37,1.38,-0.2,1.18,109.5,108.1,1.4,96.0,0.22,0.28,0.56,0.52,0.53,12.3,14.2,22.7,0.17,0.17,0.52,0.53,12.3,14.2,76.2,0.17,0.17,Bankers Life Fieldhouse,658119,16052
CLE,30.6,50.0,32.0,43,39,0.94,-0.35,0.59,112.9,111.9,1.0,98.0,0.28,0.38,0.58,0.55,0.54,12.6,12.2,20.1,0.21,0.17,0.55,0.54,12.6,12.2,77.3,0.21,0.17,Quicken Loans Arena,843042,20562
WAS,26.9,43.0,39.0,43,39,0.59,-0.06,0.53,109.3,108.7,0.6,96.6,0.25,0.31,0.56,0.52,0.52,13.3,13.6,23.5,0.2,0.21,0.52,0.52,13.3,13.6,77.1,0.2,0.21,Capital One Arena,739302,18032
LAC,27.0,42.0,40.0,41,41,0.04,0.11,0.15,110.3,110.2,0.1,98.7,0.3,0.31,0.56,0.53,0.52,13.2,12.6,23.5,0.22,0.2,0.53,0.52,13.2,12.6,76.1,0.22,0.2,STAPLES Center,697812,17020
MIA,26.5,44.0,38.0,42,40,0.48,-0.33,0.15,106.8,106.3,0.5,95.6,0.23,0.36,0.55,0.52,0.51,13.3,13.1,21.5,0.17,0.22,0.52,0.51,13.3,13.1,79.0,0.17,0.22,AmericanAirlines Arena,804850,19630
CHO,26.6,36.0,46.0,42,40,0.26,-0.19,0.07,109.4,109.1,0.3,98.4,0.31,0.31,0.55,0.51,0.53,11.4,12.4,22.2,0.23,0.16,0.51,0.53,11.4,12.4,80.7,0.23,0.16,Spectrum Center,671404,16376
DET,25.9,39.0,43.0,41,41,-0.15,-0.11,-0.26,107.2,107.3,-0.1,96.2,0.23,0.33,0.54,0.51,0.52,12.3,13.7,22.7,0.17,0.17,0.51,0.52,12.3,13.7,78.5,0.17,0.17,Little Caesars Arena,713945,17413
MIL,25.9,44.0,38.0,40,42,-0.3,-0.15,-0.45,109.8,110.1,-0.3,96.2,0.28,0.3,0.57,0.53,0.53,12.9,14.2,20.4,0.22,0.22,0.53,0.53,12.9,14.2,75.9,0.22,0.22,BMO Harris Bradley Center,685303,16856
LAL,23.7,35.0,47.0,37,45,-1.55,0.11,-1.44,106.5,108.0,-1.5,100.3,0.26,0.33,0.55,0.52,0.51,13.8,12.5,23.6,0.19,0.19,0.52,0.51,13.8,12.5,77.7,0.19,0.19,STAPLES Center,776327,18935
DAL,27.7,24.0,58.0,33,49,-3.04,0.34,-2.7,106.3,109.5,-3.2,95.6,0.22,0.38,0.54,0.51,0.53,11.6,12.9,18.0,0.17,0.19,0.51,0.53,11.6,12.9,78.9,0.17,0.19,American Airlines Center,811453,19792
NYK,26.3,29.0,53.0,32,50,-3.56,0.03,-3.53,107.1,110.7,-3.6,96.8,0.22,0.27,0.54,0.51,0.52,13.3,12.2,24.1,0.17,0.21,0.51,0.52,13.3,12.2,76.7,0.17,0.21,Madison Square Garden (IV),792608,19332
BRK,25.1,28.0,54.0,31,51,-3.74,0.07,-3.67,106.9,110.6,-3.7,98.9,0.26,0.41,0.55,0.51,0.52,13.6,11.0,21.0,0.2,0.2,0.51,0.52,13.6,11.0,77.0,0.2,0.2,Barclays Center,640010,15376
ORL,25.6,25.0,57.0,28,54,-4.82,-0.1,-4.92,105.2,110.1,-4.9,98.1,0.24,0.34,0.55,0.51,0.52,13.3,12.8,20.0,0.18,0.19,0.51,0.52,13.3,12.8,75.6,0.18,0.19,Amway Center,734531,17915
ALT,25.4,24.0,58.0,27,55,-5.45,0.15,-5.3,105.0,110.6,-5.6,98.3,0.24,0.36,0.55,0.51,0.54,14.1,13.6,21.1,0.18,0.18,0.51,0.54,14.1,13.6,76.2,0.18,0.18,Philips Arena,590769,14409
MEM,26.0,22.0,60.0,25,57,-6.21,0.39,-5.81,104.5,111.0,-6.5,94.9,0.26,0.32,0.54,0.5,0.53,14.0,13.8,22.4,0.2,0.26,0.5,0.53,14.0,13.8,76.5,0.2,0.26,FedEx Forum,653863,15948
SAC,26.4,27.0,55.0,23,59,-6.99,0.39,-6.6,103.7,111.1,-7.4,94.9,0.19,0.28,0.53,0.5,0.54,12.8,13.5,21.5,0.14,0.2,0.5,0.54,12.8,13.5,77.6,0.14,0.2,Golden 1 Center,714680,17431
CHI,24.4,27.0,55.0,23,59,-7.04,0.2,-6.84,103.8,110.9,-7.1,98.3,0.22,0.35,0.53,0.5,0.54,12.6,12.4,20.6,0.16,0.18,0.5,0.54,12.6,12.4,80.6,0.16,0.18,United Center,851824,20776
PHO,23.7,21.0,61.0,19,63,-9.37,0.57,-8.8,103.5,112.8,-9.3,100.3,0.28,0.32,0.53,0.5,0.53,13.9,11.9,22.5,0.2,0.21,0.5,0.53,13.9,11.9,76.5,0.2,0.21,Talking Stick Resort Arena,690576,16843
