TEAM,AGE,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,PACE,FTr,3PAr,TS%,eFG%,eFG%,TOV%,TOV%,ORB%,FT/FGA,FT/FGA,eFG%,eFG%,TOV%,TOV%,DRB%,FT/FGA,FT/FGA,ARENA,ATTENDANCE,ATTENDANCE/G
DAL,29.0,50.0,32.0,47,35,1.98,-0.3,1.68,110.5,108.4,2.1,91.5,0.27,0.24,0.55,0.5,0.49,12.1,12.3,26.6,0.22,0.22,0.5,0.49,12.1,12.3,74.6,0.22,0.22,American Airlines Center,821723,20042
PHO,29.5,46.0,36.0,46,36,1.93,-0.31,1.62,113.6,111.6,2.0,96.0,0.34,0.22,0.58,0.55,0.51,14.4,12.8,27.7,0.25,0.23,0.55,0.51,14.4,12.8,71.7,0.25,0.23,US Airways Center,755302,18422
NOH,28.2,49.0,33.0,46,36,1.55,-0.14,1.41,108.7,107.0,1.7,87.8,0.29,0.24,0.55,0.5,0.5,12.5,13.2,24.6,0.23,0.23,0.5,0.5,12.5,13.2,74.9,0.23,0.23,New Orleans Arena,695727,16969
MIA,25.6,43.0,39.0,42,40,0.26,0.23,0.49,107.8,107.6,0.2,89.9,0.28,0.24,0.54,0.5,0.5,12.1,14.5,24.6,0.21,0.25,0.5,0.5,12.1,14.5,72.9,0.21,0.25,AmericanAirlines Arena,748778,18263
PHI,26.1,41.0,41.0,41,41,0.07,0.09,0.16,107.9,107.8,0.1,90.0,0.34,0.16,0.53,0.48,0.51,13.4,14.9,31.3,0.25,0.22,0.48,0.51,13.4,14.9,71.4,0.25,0.22,Wachovia Center,647898,15802
CHI,24.9,41.0,41.0,40,42,-0.28,0.12,-0.16,108.4,108.7,-0.3,93.1,0.3,0.19,0.54,0.49,0.49,13.3,13.1,28.0,0.24,0.24,0.49,0.49,13.3,13.1,70.9,0.24,0.24,United Center,868667,21187
DET,28.2,39.0,43.0,40,42,-0.49,0.13,-0.36,107.4,108.0,-0.6,86.7,0.28,0.16,0.52,0.48,0.48,11.7,11.7,27.9,0.21,0.25,0.48,0.48,11.7,11.7,74.0,0.21,0.25,The Palace of Auburn Hills,896971,21877
IND,26.5,36.0,46.0,38,44,-1.11,0.35,-0.76,108.1,109.2,-1.1,96.5,0.27,0.24,0.55,0.5,0.5,13.1,12.7,25.4,0.22,0.27,0.5,0.5,13.1,12.7,74.5,0.22,0.27,Conseco Fieldhouse,581472,14182
MIL,26.3,34.0,48.0,38,44,-1.09,0.21,-0.88,106.7,107.9,-1.2,92.6,0.31,0.21,0.53,0.48,0.5,13.1,15.6,27.8,0.24,0.32,0.48,0.5,13.1,15.6,74.0,0.24,0.32,Bradley Center,630976,15390
CHA,25.8,35.0,47.0,37,45,-1.27,0.07,-1.2,104.7,106.1,-1.4,88.3,0.31,0.21,0.54,0.49,0.5,15.1,14.4,27.7,0.23,0.23,0.49,0.5,15.1,14.4,73.0,0.23,0.23,Time Warner Cable Arena,597548,14574
NJN,25.7,34.0,48.0,34,48,-2.44,0.13,-2.31,108.3,111.0,-2.7,89.9,0.3,0.26,0.54,0.5,0.51,12.7,13.0,25.2,0.24,0.27,0.5,0.51,12.7,13.0,73.5,0.24,0.27,Izod Center,621062,15148
NYK,25.7,32.0,50.0,34,48,-2.61,0.28,-2.33,108.1,110.8,-2.7,96.7,0.27,0.32,0.54,0.5,0.52,12.9,13.0,24.4,0.21,0.22,0.5,0.52,12.9,13.0,72.7,0.21,0.22,Madison Square Garden (IV),790801,19288
TOR,27.0,33.0,49.0,33,49,-2.82,0.28,-2.54,107.0,110.0,-3.0,92.0,0.28,0.19,0.54,0.49,0.51,12.8,12.6,24.0,0.23,0.2,0.49,0.51,12.8,12.6,73.7,0.23,0.2,Air Canada Centre,769707,18773
GSW,25.0,29.0,53.0,31,51,-3.74,-0.06,-3.8,109.5,113.3,-3.8,98.2,0.34,0.21,0.55,0.5,0.51,12.9,12.9,26.1,0.27,0.25,0.5,0.51,12.9,12.9,68.1,0.27,0.25,Oracle Arena,776660,18943
MIN,25.4,24.0,58.0,27,55,-4.91,0.18,-4.74,106.1,111.4,-5.3,91.6,0.29,0.23,0.53,0.48,0.52,13.3,12.0,27.7,0.22,0.25,0.48,0.52,13.3,12.0,75.0,0.22,0.25,Target Center,595013,14513
MEM,23.3,24.0,58.0,26,56,-5.46,0.24,-5.23,103.5,109.5,-6.0,90.1,0.33,0.18,0.53,0.49,0.52,14.8,14.1,25.8,0.25,0.25,0.49,0.52,14.8,14.1,73.5,0.25,0.25,FedEx Forum,519895,12680
OKC,24.5,23.0,59.0,24,58,-6.1,0.06,-6.04,102.9,109.4,-6.5,93.6,0.31,0.14,0.52,0.47,0.51,14.8,13.0,28.6,0.24,0.22,0.47,0.51,14.8,13.0,73.9,0.24,0.22,Ford Center,766868,18704
WAS,26.9,19.0,63.0,21,61,-7.46,0.48,-6.98,105.4,113.6,-8.2,91.0,0.29,0.18,0.52,0.48,0.53,13.2,13.3,27.7,0.22,0.23,0.48,0.53,13.2,13.3,71.4,0.22,0.23,Verizon Center,681119,16613
LAC,26.6,19.0,63.0,18,64,-8.77,0.3,-8.47,102.3,111.7,-9.4,92.1,0.28,0.23,0.52,0.48,0.51,14.0,12.4,25.1,0.2,0.23,0.48,0.51,14.0,12.4,71.2,0.2,0.23,STAPLES Center,663587,16185
SAC,26.3,17.0,65.0,19,63,-8.76,0.16,-8.6,105.5,114.7,-9.2,94.2,0.32,0.24,0.54,0.49,0.53,14.3,13.0,24.5,0.25,0.27,0.49,0.53,14.3,13.0,69.9,0.25,0.27,ARCO Arena (II),520169,12687
