TEAM,AGE,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,PACE,FTr,3PAr,TS%,eFG%,eFG%,TOV%,TOV%,ORB%,FT/FGA,FT/FGA,eFG%,eFG%,TOV%,TOV%,DRB%,FT/FGA,FT/FGA,ARENA,ATTENDANCE,ATTENDANCE/G
NYK,29.8,48.0,34.0,50,32,2.63,-0.65,1.98,101.2,98.2,3.0,86.7,0.28,0.18,0.52,0.48,0.45,14.6,14.7,24.2,0.22,0.24,0.48,0.45,14.6,14.7,74.3,0.22,0.24,Madison Square Garden (IV),810283,19763
MIN,27.4,47.0,35.0,45,37,1.35,0.46,1.81,105.2,103.7,1.5,91.8,0.25,0.13,0.52,0.48,0.48,13.0,14.2,28.6,0.2,0.24,0.48,0.48,13.0,14.2,71.9,0.2,0.24,Target Center,717371,17497
MIA,30.9,50.0,32.0,48,34,2.29,-0.57,1.73,101.1,98.5,2.6,87.1,0.3,0.22,0.52,0.47,0.46,13.7,15.3,24.3,0.23,0.21,0.47,0.46,13.7,15.3,72.7,0.23,0.21,AmericanAirlines Arena,678186,16541
TOR,29.9,47.0,35.0,48,34,2.26,-0.57,1.69,105.9,103.4,2.5,90.9,0.28,0.17,0.51,0.47,0.48,12.1,13.3,30.8,0.21,0.21,0.47,0.48,12.1,13.3,73.2,0.21,0.21,Air Canada Centre,793256,19348
CHO,28.2,46.0,36.0,48,34,2.1,-0.65,1.45,101.8,99.5,2.3,89.4,0.33,0.15,0.51,0.46,0.46,13.7,14.1,29.8,0.25,0.22,0.46,0.46,13.7,14.1,74.5,0.25,0.22,Charlotte Coliseum,615424,15010
SEA,27.9,44.0,38.0,41,41,0.02,0.52,0.55,105.6,105.6,0.0,91.6,0.3,0.18,0.53,0.49,0.49,14.3,13.9,29.1,0.22,0.2,0.49,0.49,14.3,13.9,69.8,0.22,0.2,KeyArena at Seattle Center,640847,15630
ORL,26.0,43.0,39.0,44,38,0.99,-0.6,0.39,103.2,102.1,1.1,93.2,0.3,0.2,0.51,0.47,0.46,13.8,15.6,29.1,0.22,0.29,0.47,0.46,13.8,15.6,69.8,0.22,0.29,TD Waterhouse Centre,605031,14757
IND,27.7,41.0,41.0,40,42,-0.2,-0.57,-0.77,102.0,102.2,-0.2,89.4,0.31,0.18,0.52,0.47,0.45,14.5,12.8,27.0,0.24,0.24,0.47,0.45,14.5,12.8,71.4,0.24,0.24,Conseco Fieldhouse,731800,17849
DEN,27.9,40.0,42.0,34,48,-2.46,0.64,-1.83,103.7,106.3,-2.6,92.6,0.29,0.21,0.51,0.47,0.48,12.8,12.1,28.3,0.21,0.22,0.47,0.48,12.8,12.1,71.8,0.21,0.22,Pepsi Center,619300,15105
DET,27.1,32.0,50.0,36,46,-1.7,-0.39,-2.08,100.0,101.8,-1.8,94.7,0.32,0.16,0.5,0.45,0.47,14.2,14.0,29.3,0.23,0.23,0.45,0.47,14.2,14.0,72.2,0.23,0.23,The Palace of Auburn Hills,607323,14813
LAC,24.3,31.0,51.0,32,50,-2.89,0.66,-2.23,101.3,104.5,-3.2,89.6,0.32,0.16,0.51,0.48,0.47,14.9,12.0,28.3,0.22,0.22,0.48,0.47,14.9,12.0,71.1,0.22,0.22,STAPLES Center,601587,14673
BOS,25.9,36.0,46.0,35,47,-2.13,-0.26,-2.4,101.4,103.7,-2.3,92.6,0.34,0.25,0.52,0.47,0.49,14.7,16.0,25.3,0.25,0.26,0.47,0.49,14.7,16.0,72.7,0.25,0.26,FleetCenter,629201,15346
CLE,26.9,30.0,52.0,28,54,-4.24,-0.23,-4.48,100.3,104.9,-4.6,91.2,0.31,0.1,0.51,0.46,0.48,15.4,14.1,29.7,0.24,0.25,0.46,0.48,15.4,14.1,71.1,0.24,0.25,Gund Arena,650775,15873
VAN,26.2,23.0,59.0,25,57,-5.73,0.79,-4.94,99.6,105.8,-6.2,91.7,0.29,0.14,0.51,0.46,0.49,14.9,13.8,26.1,0.22,0.19,0.46,0.49,14.9,13.8,69.8,0.22,0.19,General Motors Place,563218,13737
NJN,27.5,26.0,56.0,26,56,-5.05,-0.25,-5.3,100.0,105.5,-5.5,91.8,0.33,0.16,0.5,0.45,0.49,13.9,14.9,25.7,0.25,0.26,0.45,0.49,13.9,14.9,70.0,0.25,0.26,Continental Airlines Arena,556573,13575
ALT,26.1,25.0,57.0,26,56,-5.21,-0.34,-5.55,98.7,104.3,-5.6,91.9,0.27,0.14,0.5,0.46,0.47,15.5,13.8,28.9,0.21,0.25,0.46,0.47,15.5,13.8,70.8,0.21,0.25,Philips Arena,560330,13667
WAS,27.0,19.0,63.0,23,59,-6.67,-0.08,-6.75,100.6,107.8,-7.2,92.7,0.35,0.13,0.51,0.46,0.5,15.7,14.1,29.7,0.26,0.24,0.46,0.5,15.7,14.1,71.8,0.26,0.24,MCI Center,638653,15577
GSW,26.6,17.0,65.0,17,65,-9.05,0.94,-8.11,97.8,107.4,-9.6,94.1,0.28,0.13,0.47,0.43,0.5,13.9,15.0,33.3,0.2,0.23,0.43,0.5,13.9,15.0,69.7,0.2,0.23,The Arena in Oakland,591981,14439
CHI,23.2,15.0,67.0,16,66,-9.1,0.01,-9.09,97.2,107.3,-10.1,89.3,0.3,0.15,0.5,0.45,0.5,15.1,14.3,26.6,0.22,0.25,0.45,0.5,15.1,14.3,70.3,0.22,0.25,United Center,888654,21674
