TEAM,AGE,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,PACE,FTr,3PAr,TS%,eFG%,eFG%,TOV%,TOV%,ORB%,FT/FGA,FT/FGA,eFG%,eFG%,TOV%,TOV%,DRB%,FT/FGA,FT/FGA,ARENA,ATTENDANCE,ATTENDANCE/G
MIL,28.9,41.0,41.0,40,42,-0.22,-0.4,-0.62,106.9,107.1,-0.2,90.2,0.27,0.24,0.54,0.51,0.48,13.6,12.0,25.6,0.2,0.22,0.51,0.48,13.6,12.0,70.9,0.2,0.22,Bradley Center,745305,18178
TOR,29.3,42.0,40.0,40,42,-0.44,-0.27,-0.71,102.6,103.1,-0.5,88.8,0.26,0.16,0.5,0.46,0.47,13.6,14.7,31.4,0.19,0.24,0.46,0.47,13.6,14.7,70.1,0.19,0.24,Air Canada Centre,810160,19760
WAS,27.5,37.0,45.0,37,45,-1.4,-0.17,-1.58,104.8,106.4,-1.6,88.3,0.28,0.12,0.51,0.46,0.48,12.5,13.0,30.7,0.21,0.21,0.46,0.48,12.5,13.0,71.4,0.21,0.21,MCI Center,847634,20674
MIA,30.1,36.0,46.0,36,46,-1.54,-0.31,-1.84,98.5,100.2,-1.7,87.4,0.27,0.14,0.5,0.46,0.46,14.6,13.6,26.6,0.19,0.25,0.46,0.46,14.6,13.6,74.0,0.19,0.25,AmericanAirlines Arena,655549,15989
CLE,26.0,29.0,53.0,31,51,-3.33,-0.19,-3.52,104.6,108.2,-3.6,90.3,0.3,0.16,0.52,0.48,0.49,13.8,12.3,28.9,0.23,0.23,0.48,0.49,13.8,12.3,72.8,0.23,0.23,Gund Arena,596115,14539
NYK,30.3,30.0,52.0,29,53,-3.99,-0.16,-4.15,101.5,105.9,-4.4,89.7,0.27,0.21,0.51,0.47,0.48,14.0,12.9,25.6,0.22,0.24,0.47,0.48,14.0,12.9,71.9,0.22,0.24,Madison Square Garden (IV),810283,19763
HOU,25.9,28.0,54.0,27,55,-4.89,0.58,-4.31,103.1,108.6,-5.5,88.2,0.29,0.22,0.51,0.46,0.49,13.4,11.5,29.0,0.21,0.18,0.46,0.49,13.4,11.5,69.8,0.21,0.18,Compaq Center,481227,11737
ALT,25.7,33.0,49.0,29,53,-4.23,-0.18,-4.41,101.8,106.4,-4.6,91.9,0.29,0.18,0.52,0.47,0.5,14.6,14.1,27.5,0.22,0.22,0.47,0.5,14.6,14.1,70.9,0.22,0.22,Philips Arena,506110,12344
GSW,24.8,21.0,61.0,26,56,-5.4,0.61,-4.8,102.8,108.5,-5.7,94.5,0.34,0.14,0.5,0.45,0.49,14.7,12.9,35.3,0.24,0.23,0.45,0.49,14.7,12.9,69.4,0.24,0.23,The Arena in Oakland,593182,14468
DEN,28.2,27.0,55.0,24,58,-5.82,0.63,-5.19,101.4,107.8,-6.4,90.4,0.26,0.19,0.5,0.46,0.49,13.6,13.6,30.6,0.19,0.24,0.46,0.49,13.6,13.6,69.9,0.19,0.24,Pepsi Center,633846,15460
MEM,25.5,23.0,59.0,20,62,-7.44,0.7,-6.74,98.2,106.3,-8.1,91.1,0.29,0.17,0.5,0.46,0.49,15.4,13.7,27.8,0.2,0.2,0.46,0.49,15.4,13.7,68.0,0.2,0.2,Pyramid Arena,591030,14415
CHI,25.5,21.0,61.0,18,64,-8.54,0.02,-8.52,98.2,107.6,-9.4,90.5,0.3,0.13,0.5,0.46,0.5,14.6,13.7,26.6,0.22,0.24,0.46,0.5,14.6,13.7,71.4,0.22,0.24,United Center,776311,18934
