TEAM,OPP_G,OPP_MP,OPP_FG,OPP_FGA,OPP_FG%,OPP_3P,OPP_3PA,OPP_3P%,OPP_2P,OPP_2PA,OPP_2P%,OPP_FT,OPP_FTA,OPP_FT%,OPP_ORB,OPP_DRB,OPP_TRB,OPP_AST,OPP_STL,OPP_BLK,OPP_TOV,OPP_PF,OPP_PTS
MEM,82,241.8,35.9,78.8,0.46,9.7,26.6,0.36,26.2,52.1,0.5,19.7,25.7,0.77,10.1,33.1,43.2,21.9,7.0,5.7,16.2,21.1,101.3
DET,82,242.4,38.8,84.2,0.46,7.3,20.5,0.36,31.5,63.7,0.5,16.5,21.0,0.78,8.8,33.7,42.5,21.5,7.1,4.5,13.4,21.6,101.4
BOS,82,241.2,37.5,85.0,0.44,7.8,23.3,0.34,29.7,61.7,0.48,19.7,26.0,0.76,11.4,34.6,46.0,20.9,7.6,5.5,16.4,21.0,102.5
DAL,82,244.0,38.3,85.0,0.45,9.1,26.5,0.34,29.3,58.5,0.5,16.9,22.8,0.74,10.6,35.2,45.8,22.0,7.5,4.4,13.9,21.4,102.6
OKC,82,241.8,38.4,87.7,0.44,8.1,23.8,0.34,30.3,63.9,0.47,18.0,23.8,0.76,11.3,28.9,40.2,21.5,8.8,4.5,13.0,20.2,102.9
CHI,82,242.7,39.4,89.4,0.44,7.9,23.0,0.34,31.5,66.4,0.47,16.3,22.1,0.74,11.8,34.1,45.9,22.5,8.0,5.7,11.9,18.7,103.1
MIL,82,241.8,37.8,83.1,0.45,9.3,26.5,0.35,28.4,56.7,0.5,18.4,23.9,0.77,11.5,31.5,43.0,24.5,8.3,5.6,15.5,19.5,103.2
ORL,82,242.7,38.4,83.5,0.46,8.9,24.9,0.36,29.5,58.6,0.5,17.9,24.0,0.75,10.1,34.1,44.3,23.2,7.6,5.5,15.1,18.3,103.7
GSW,82,242.4,38.9,89.4,0.44,7.8,23.5,0.33,31.1,65.9,0.47,18.6,24.5,0.76,11.4,32.5,43.9,22.2,8.7,4.1,14.5,19.8,104.1
POR,82,241.5,38.4,84.7,0.45,8.5,23.0,0.37,29.8,61.7,0.48,19.0,26.0,0.73,10.6,33.1,43.7,21.6,7.7,5.2,13.3,19.5,104.3
WAS,82,240.9,38.7,83.8,0.46,9.0,24.2,0.37,29.7,59.5,0.5,18.3,23.7,0.77,9.4,34.9,44.3,22.5,8.1,4.3,16.2,20.1,104.6
DEN,82,241.8,38.8,84.2,0.46,9.2,24.8,0.37,29.6,59.4,0.5,18.2,23.9,0.76,9.7,32.9,42.7,23.5,8.0,6.3,13.7,20.9,105.0
MIN,82,242.4,40.0,84.9,0.47,9.0,25.5,0.36,30.9,59.4,0.52,17.0,22.5,0.76,10.7,31.2,41.9,22.6,7.8,5.2,14.9,21.6,106.0
BRK,82,240.9,40.8,85.2,0.48,9.5,25.6,0.37,31.3,59.6,0.53,15.0,19.6,0.76,10.2,33.2,43.4,24.5,8.8,5.2,14.2,18.4,106.0
HOU,82,241.8,39.0,85.1,0.46,9.7,26.9,0.36,29.3,58.2,0.5,18.6,24.6,0.76,11.8,32.8,44.6,24.6,9.0,4.9,16.6,22.5,106.4
NOP,82,241.2,39.2,83.9,0.47,9.2,24.9,0.37,30.0,59.0,0.51,18.8,24.0,0.78,8.9,35.5,44.4,23.2,7.3,5.2,13.7,19.9,106.5
LAL,82,240.6,40.5,85.6,0.47,8.5,24.6,0.35,32.0,61.1,0.52,17.3,23.7,0.73,10.9,35.5,46.5,24.7,7.5,5.6,12.6,19.2,106.9
PHO,82,240.3,39.1,83.8,0.47,9.4,24.9,0.38,29.7,58.9,0.5,19.9,26.5,0.75,9.9,33.8,43.7,22.4,9.5,5.5,14.9,21.6,107.5
PHI,82,241.5,39.7,85.4,0.46,7.8,21.7,0.36,31.9,63.8,0.5,20.5,26.1,0.79,11.1,36.4,47.6,23.4,8.7,5.7,15.1,19.2,107.6
SAC,82,241.5,40.6,87.7,0.46,10.2,28.0,0.37,30.3,59.8,0.51,17.7,23.2,0.76,11.3,33.7,45.0,24.2,8.8,5.3,16.0,22.0,109.1
