TEAM,OPP_G,OPP_MP,OPP_FG,OPP_FGA,OPP_FG%,OPP_3P,OPP_3PA,OPP_3P%,OPP_2P,OPP_2PA,OPP_2P%,OPP_FT,OPP_FTA,OPP_FT%,OPP_ORB,OPP_DRB,OPP_TRB,OPP_AST,OPP_STL,OPP_BLK,OPP_TOV,OPP_PF,OPP_PTS
HOU,82,19980,43.5,93.6,0.46,5.0,14.0,0.36,38.4,79.6,0.48,16.6,22.1,0.75,14.2,34.1,48.4,25.0,7.8,5.7,13.5,22.4,108.6
MEM,82,19780,41.5,90.9,0.46,5.3,14.8,0.36,36.2,76.1,0.48,17.9,23.8,0.75,15.1,34.1,49.2,26.1,10.4,6.1,16.1,23.8,106.3
MIL,82,19905,40.3,91.5,0.44,6.6,18.4,0.36,33.7,73.1,0.46,19.9,26.3,0.76,14.0,32.6,46.6,25.2,8.0,4.8,14.1,21.9,107.1
CHI,82,19805,40.5,87.2,0.46,5.6,15.8,0.36,34.9,71.4,0.49,20.9,28.0,0.75,12.6,34.2,46.8,27.7,9.1,5.3,15.8,23.0,107.6
DEN,82,19805,40.3,87.7,0.46,5.7,15.7,0.36,34.6,72.0,0.48,21.5,28.8,0.75,13.3,33.9,47.3,26.4,9.0,7.5,15.7,22.1,107.8
ALT,82,19780,40.5,88.2,0.46,6.2,17.6,0.36,34.2,70.6,0.48,19.2,25.8,0.74,13.3,33.3,46.6,24.5,9.3,6.7,16.4,21.8,106.4
CLE,82,19855,40.9,89.4,0.46,6.3,16.1,0.39,34.5,73.3,0.47,20.2,27.0,0.75,12.4,31.9,44.3,26.6,8.1,6.1,14.2,21.9,108.2
ORL,82,19830,40.5,88.7,0.46,5.3,15.1,0.35,35.2,73.6,0.48,19.1,25.9,0.74,14.1,34.2,48.3,25.1,8.6,5.0,16.8,22.6,105.3
DAL,82,19880,40.2,89.1,0.45,5.9,16.8,0.35,34.4,72.3,0.48,21.3,28.4,0.75,13.8,33.8,47.7,24.3,7.7,4.9,15.0,23.3,107.7
GSW,82,19780,41.2,89.8,0.46,5.2,14.9,0.35,36.1,74.9,0.48,20.8,27.3,0.76,14.1,31.5,45.6,25.7,9.1,6.6,15.1,25.0,108.5
