TEAM,OPP_G,OPP_MP,OPP_FG,OPP_FGA,OPP_FG%,OPP_3P,OPP_3PA,OPP_3P%,OPP_2P,OPP_2PA,OPP_2P%,OPP_FT,OPP_FTA,OPP_FT%,OPP_ORB,OPP_DRB,OPP_TRB,OPP_AST,OPP_STL,OPP_BLK,OPP_TOV,OPP_PF,OPP_PTS
IND,82,19730,40.7,91.2,0.45,4.3,13.1,0.33,36.4,78.1,0.47,18.0,23.8,0.76,13.6,33.3,46.9,22.7,8.0,4.2,14.7,25.0,103.6
TOR,82,19755,39.4,86.9,0.45,4.5,13.4,0.34,34.9,73.5,0.48,21.4,28.1,0.76,12.6,33.5,46.2,23.5,7.3,5.7,16.4,24.6,104.9
SEA,82,19780,40.7,90.2,0.45,5.7,16.8,0.34,35.0,73.4,0.48,17.5,23.3,0.75,14.1,33.9,48.0,25.2,7.7,5.6,16.3,23.9,104.6
NJN,82,19830,40.9,88.2,0.46,4.8,13.3,0.36,36.1,74.9,0.48,19.7,26.3,0.75,14.8,34.8,49.5,24.4,7.4,6.1,17.9,24.5,106.3
ORL,82,19755,38.4,86.4,0.44,5.4,15.9,0.34,33.0,70.4,0.47,19.6,26.3,0.74,13.7,30.9,44.5,24.9,9.0,5.9,18.6,25.1,101.7
VAN,82,19855,41.7,87.9,0.47,4.8,14.4,0.33,36.9,73.5,0.5,20.3,26.4,0.77,12.9,31.0,43.9,25.7,9.6,6.9,16.4,25.4,108.5
ALT,82,19830,42.4,93.1,0.46,4.9,13.4,0.37,37.4,79.7,0.47,18.2,23.7,0.77,13.9,32.6,46.5,24.9,8.6,5.3,13.2,24.1,107.9
WAS,82,19805,39.3,85.6,0.46,5.1,13.7,0.37,34.2,71.8,0.48,23.4,31.4,0.74,12.6,31.6,44.2,23.4,9.0,6.6,16.0,25.7,107.0
BOS,82,19730,38.1,81.1,0.47,4.6,12.8,0.36,33.4,68.3,0.49,24.8,33.0,0.75,11.0,32.6,43.6,23.1,8.2,6.1,17.9,24.8,105.6
HOU,82,19830,41.4,90.9,0.46,4.5,12.7,0.35,37.0,78.2,0.47,18.3,23.5,0.78,13.2,31.5,44.7,23.9,9.4,5.6,14.5,23.6,105.7
CLE,82,19855,37.7,85.1,0.44,5.3,15.5,0.34,32.4,69.6,0.46,23.4,30.1,0.78,12.8,32.7,45.5,24.5,8.3,6.3,17.5,26.0,104.0
MIL,82,19855,39.5,86.6,0.46,6.9,17.7,0.39,32.6,68.9,0.47,22.0,29.2,0.75,13.5,30.9,44.4,25.9,8.3,4.4,17.0,24.4,107.9
DEN,82,19855,39.9,88.7,0.45,5.1,14.4,0.35,34.8,74.3,0.47,20.8,27.7,0.75,13.1,33.2,46.4,25.6,7.9,5.9,15.0,24.7,105.8
DAL,82,19730,41.3,90.4,0.46,5.5,15.9,0.34,35.8,74.4,0.48,19.0,25.7,0.74,16.0,34.8,50.9,24.4,7.7,5.3,16.9,23.2,107.2
DET,82,19830,39.5,84.8,0.46,5.8,15.6,0.37,33.7,69.2,0.49,21.1,28.3,0.75,12.3,31.7,44.0,24.0,8.2,5.0,17.7,28.1,105.8
SAC,82,19805,39.9,88.4,0.45,4.8,13.7,0.35,35.1,74.6,0.47,17.5,23.3,0.75,14.0,33.7,47.6,23.8,9.2,4.9,17.5,23.7,102.1
LAC,82,19705,42.5,89.2,0.48,5.4,14.0,0.39,37.1,75.2,0.49,19.6,26.5,0.74,13.5,35.0,48.5,25.6,8.1,4.9,15.2,22.4,110.1
GSW,82,19755,40.3,86.3,0.47,5.4,14.8,0.37,34.9,71.5,0.49,22.3,29.6,0.75,13.9,34.3,48.2,25.9,8.8,6.3,17.0,24.0,108.4
