TEAM,OPP_G,OPP_MP,OPP_FG,OPP_FGA,OPP_FG%,OPP_3P,OPP_3PA,OPP_3P%,OPP_2P,OPP_2PA,OPP_2P%,OPP_FT,OPP_FTA,OPP_FT%,OPP_ORB,OPP_DRB,OPP_TRB,OPP_AST,OPP_STL,OPP_BLK,OPP_TOV,OPP_PF,OPP_PTS
CHI,82,242.7,42.2,89.2,0.47,12.1,33.0,0.36,30.2,56.2,0.54,16.8,22.0,0.76,10.0,36.4,46.4,25.5,7.3,5.8,13.3,18.7,113.4
LAL,82,241.2,41.9,92.8,0.45,11.8,34.0,0.35,30.1,58.9,0.51,17.8,22.7,0.78,11.3,35.6,46.9,25.0,8.3,5.1,14.2,20.8,113.5
NYK,82,241.2,41.9,89.7,0.47,11.8,32.6,0.36,30.1,57.1,0.53,18.2,23.8,0.77,10.7,36.8,47.5,25.6,7.4,5.6,13.2,20.8,113.8
MIN,82,241.8,42.1,90.1,0.47,12.7,33.6,0.38,29.4,56.5,0.52,17.1,22.3,0.77,11.2,34.4,45.6,26.2,6.6,5.5,14.7,21.9,114.0
CLE,82,240.9,43.2,87.2,0.5,12.0,31.6,0.38,31.2,55.6,0.56,15.8,20.5,0.77,9.5,34.6,44.1,25.7,6.9,5.6,12.5,19.4,114.1
LAC,82,241.8,41.7,91.3,0.46,10.4,30.2,0.34,31.4,61.1,0.51,20.5,26.3,0.78,11.3,34.5,45.7,24.1,8.3,6.1,13.2,24.0,114.3
SAC,82,240.6,42.3,90.6,0.47,12.0,34.6,0.35,30.2,56.0,0.54,18.8,24.4,0.77,11.2,36.8,48.0,24.7,7.5,5.1,15.9,21.4,115.3
NOP,82,240.9,43.3,92.8,0.47,12.3,33.7,0.36,31.0,59.1,0.52,17.9,23.5,0.76,11.0,34.8,45.8,26.5,8.6,5.4,13.6,21.0,116.8
PHO,82,242.4,42.5,88.2,0.48,11.1,29.9,0.37,31.3,58.2,0.54,20.8,27.6,0.75,11.8,35.3,47.2,25.9,9.0,5.0,15.7,20.7,116.8
WAS,82,243.0,43.4,90.5,0.48,12.1,32.8,0.37,31.3,57.7,0.54,18.0,23.1,0.78,11.4,35.8,47.3,26.2,7.7,4.6,15.8,21.2,116.9
ALT,82,242.1,42.8,90.5,0.47,12.4,34.4,0.36,30.4,56.1,0.54,21.5,28.3,0.76,10.6,35.4,46.0,26.9,9.9,5.5,15.0,22.2,119.4
